Название,Цена,Изображение,Ссылка,Описание,Категория
Биде Sole PANDORA 2 подвесное,11 948,/upload/iblock/b26/b26f423d1b6b88e83732c99f60d5aec8.jpg,/catalog/detail/bide-sole-pandora-2-podvesnoe/,Производитель: SoleСтрана: РоссияПокрытие (цвет): белыйСпособ установки: подвесной,Другое
Биде Sole CUBE подвесное,11 948,/upload/iblock/e66/e66f0d1865ff90caf4c75f20be4bbc7f.jpg,/catalog/detail/bide-sole-cube-podvesnoe/,Производитель: SoleСтрана: РоссияПокрытие (цвет): белыйСпособ установки: подвесной,Другое
Биде Sole TORR напольное,13 299,/upload/iblock/d2d/d2d61d549f530f0c8aa784fd13bc9d61.jpg,/catalog/detail/bide-sole-torr-napolnoe/,Производитель: SoleСтрана: РоссияПокрытие (цвет): белыйСпособ установки: напольный,Другое
Биде Sole CUBE напольное,14 080,/upload/iblock/cd0/cd0b3a26ce015d43453a7b85c8c2cd07.jpg,/catalog/detail/bide-sole-cube-napolnoe/,Производитель: SoleСтрана: РоссияПокрытие (цвет): белыйСпособ установки: напольный,Другое
Система инсталляции Sole для подвесного импульсного унитаза и биде,6 712,/upload/iblock/66c/hmpvdbxm4btkd6m4trc0v7j55108in1y/WhatsApp-Image-2025_07_01-at-15.13.54.jpeg,/catalog/detail/sistema-installyatsii-sole-dlya-podvesnogo-impulsnogo-unitaza-i-bide/,Производитель: SoleСтрана: РоссияМатериал: металл, пластикСпособ установки: скрытого монтажа,Другое
Биде подвесное Gural Sole SO02BDE00,32 970,/upload/iblock/410/18xp75wap0u061xlare6q3lt9gkgfxtq/au13a6cukn8aeqatyzpp6wagtkvvhous.JPG.jpg,/catalog/detail/bide-podvesnoe-gural-sole-so02bde00/,Производитель: GuralСтрана: ТурцияПокрытие (цвет): белый глянецМатериал: керамикаРазмер: 51,2х35,4х30,5 смСпособ установки: подвесной,Другое
Смеситель Kerama Marazzi для ванны FUTURA настенный с душевой лейкой, матовый черный, 66440CKM.01.09,56 859,/upload/iblock/d60/d607e3b49f5bbbc79730ee276d34b390.jpg,/catalog/detail/smesitel-kerama-marazzi-dlya-vanny-futura-nastennyy-s-dushevoy-leykoy-matovyy-chernyy-66440ckm-01-09/,Производитель: Kerama MarazziСтрана: РоссияПокрытие (цвет): черныйМатериал корпуса: латуньНазначение смесителя: для ванныРазмер: 245*110*209 ммСпособ установки: подвесной,Другое
Смеситель Kerama Marazzi для ванны FUTURA настенный с душевой лейкой, хром, 66440CKM.21.018,44 500,/upload/iblock/889/889badc177660fd61b20505b4a1fd669.jpg,/catalog/detail/smesitel-kerama-marazzi-dlya-vanny-futura-nastennyy-s-dushevoy-leykoy-khrom-66440ckm-21-018/,Производитель: Kerama MarazziСтрана: РоссияПокрытие (цвет): хромМатериал корпуса: латуньНазначение смесителя: для ванныРазмер: 245*110*209 ммСпособ установки: подвесной,Другое
Смеситель Kerama Marazzi для ванны OLE настенный, матовый черный, 69440CKM.01.093,51 976,/upload/iblock/e0c/e0c19832614d6e6353167868094f9e6b.jpg,/catalog/detail/smesitel-kerama-marazzi-dlya-vanny-ole-nastennyy-matovyy-chernyy-69440ckm-01-093/,Производитель: Kerama MarazziСтрана: РоссияПокрытие (цвет): черныйМатериал корпуса: латуньНазначение смесителя: для ванныРазмер: 245*110*186 ммСпособ установки: подвесной,Другое
Смеситель Kerama Marazzi для ванны OLE настенный, хром глянец, 69440CKM.21.018,41 644,/upload/iblock/877/877794d4528df89b2f656a644d8e2302.jpg,/catalog/detail/smesitel-kerama-marazzi-dlya-vanny-ole-nastennyy-khrom-glyanets-69440ckm-21-018/,Производитель: Kerama MarazziСтрана: РоссияПокрытие (цвет): хромМатериал корпуса: латуньНазначение смесителя: для ванныРазмер: 245*110*186 ммСпособ установки: подвесной,Другое
Смеситель Kerama Marazzi FIORETTO для ванны, хром, V2CR105KM,33 500,/upload/iblock/261/2614e4c58ea1d84599bccd9184e9f48e.jpg,/catalog/detail/smesitel-kerama-marazzi-fioretto-dlya-vanny-khrom-v2cr105km/,Производитель: Kerama MarazziСтрана: РоссияПокрытие (цвет): хромМатериал корпуса: латуньНазначение смесителя: для ванныРазмер: 42,5*284,6*90 ммСпособ установки: подвесной,Другое
Смеситель Kerama Marazzi Piano для ванны с держателем душевой лейки, 69340CKM.21.018,23 499,/upload/iblock/ef1/ef142ce9ad57f3b6f31541e32bf0ed6f.jpg,/catalog/detail/smesitel-kerama-marazzi-piano-dlya-vanny-s-derzhatelem-dushevoy-leyki-69340ckm-21-018/,Производитель: Kerama MarazziСтрана: РоссияПокрытие (цвет): хромМатериал корпуса: латуньНазначение смесителя: для ванныСпособ установки: подвесной,Другое
Смеситель для душа Kerama Marazzi NOTA без лейки, хром, 33090KM.21.018,10 360,/upload/iblock/abc/e8lqrig9lxym3cu9ekk178tzrfaadhbz/liz3pjfq5ibb62ibo23law6l37d3u1xo.webp,/catalog/detail/smesitel-dlya-dusha-kerama-marazzi-nota-bez-leyki-khrom/,Производитель: Kerama MarazziСтрана: ИталияПокрытие (цвет): хромМатериал корпуса: латуньНазначение смесителя: для душаСпособ установки: подвесной,Другое
Смеситель для душа Kerama Marazzi PIANO настенный без излива, хром глянец, 69355KM.21.018,17 100,/upload/iblock/a95/7x55tor36oostltolu5yf9804694kvsi/f7kx54wgxgnd1q4dfoxjcitqbmj1i1t0.jpg,/catalog/detail/smesitel-dlya-dusha-kerama-marazzi-piano-nastennyy-bez-izliva-khrom-glyanets/,Производитель: Kerama MarazziСтрана: ИталияПокрытие (цвет): хром глянецМатериал корпуса: латуньНазначение смесителя: для душа,Другое
Смеситель Kerama Marazzi для раковины FUTURA однорычажный высокий без донного клапана 3/8, матовый ч,32 488,/upload/iblock/c97/c976ff20143a830a3bfe4f23ad0b5f22.jpg,/catalog/detail/smesitel-kerama-marazzi-dlya-rakoviny-futura-odnorychazhnyy-vysokiy-bez-donnogo-klapana-3-8-matovyy-/,Производитель: Kerama MarazziСтрана: РоссияПокрытие (цвет): черныйМатериал корпуса: латуньНазначение смесителя: для раковиныРазмер: 220*70*136 ммСпособ установки: на изделие,Другое
Смеситель Kerama Marazzi для раковины FUTURA однорычажный высокий без донного клапана 3/8, хром, 664,25 338,/upload/iblock/594/594e461e91dbd9930d75c06416672816.jpg,/catalog/detail/smesitel-kerama-marazzi-dlya-rakoviny-futura-odnorychazhnyy-vysokiy-bez-donnogo-klapana-3-8-khrom-66/,Производитель: Kerama MarazziСтрана: РоссияПокрытие (цвет): хромМатериал корпуса: латуньНазначение смесителя: для раковиныРазмер: 220*70*136 ммСпособ установки: на изделие,Другое
Смеситель Kerama Marazzi для раковины FUTURA однорычажный без донного клапана 3/8, матовый черный, 6,26 136,/upload/iblock/b17/b17b23142f48c9a21459dab0ce1bfb7f.jpg,/catalog/detail/smesitel-kerama-marazzi-dlya-rakoviny-futura-odnorychazhnyy-bez-donnogo-klapana-3-8-matovyy-chernyy-/,Производитель: Kerama MarazziСтрана: РоссияПокрытие (цвет): черныйМатериал корпуса: латуньНазначение смесителя: для раковиныРазмер: 195*70*136 ммСпособ установки: на изделие,Другое
